style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999889138-443290.jpg,17.0,83.0,original-aesthetic,10,0.3725,0.4871,0.3472,0.1544,0.7793,0.5622,0.0667,0.3914
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-997620955-959062.jpg,70.7,29.3,ai-aesthetic,15,0.1225,0.4456,0.4353,0.1517,0.8663,0.6858,0.0301,0.755
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrius_Kovelinas_Water_Music.jpg,17.0,83.0,original-aesthetic,23,0.2769,0.4775,0.4985,0.2192,0.8449,0.655,0.1884,0.2805
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-994950305-278010.jpg,68.6,31.4,ai-aesthetic,13,0.1527,0.302,0.3275,0.0319,0.82,0.7309,0.0414,0.7077
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-982124841-705567.jpg,30.2,69.8,original-aesthetic,8,0.2375,0.4943,0.1638,0.2338,0.8789,0.7515,0.0244,0.7372
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1948_Flood.jpg,3.5,96.5,original-aesthetic,1,0.0165,0.8633,0.5703,0.219,0.9095,0.8532,0.0257,0.9835
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2006_The_visible_bears_and_the_invisible_woman.jpg,4.0,96.0,original-aesthetic,10,0.166,0.4898,0.3084,0.1584,0.8743,0.7093,0.1394,0.6191
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_1982_The_Last_Land.jpg,55.3,44.7,ai-aesthetic,11,0.2069,0.5165,0.4328,0.1801,0.8173,0.7149,0.0815,0.6221
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-962720064-215430.jpg,20.8,79.2,original-aesthetic,15,0.1446,0.6153,0.5733,0.1066,0.8086,0.6051,0.0271,0.6328
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-952266297-921404.jpg,30.1,69.9,original-aesthetic,19,0.0464,0.5838,0.5993,0.1067,0.7879,0.6236,0.0357,0.8372
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrea_Barreda_Wolf.jpg,8.3,91.7,original-aesthetic,15,0.1471,0.5004,0.7019,0.17,0.7469,0.4926,0.1215,0.5413
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999052376-802501.jpg,11.0,89.0,original-aesthetic,20,0.0639,0.49,0.525,0.2112,0.8191,0.634,0.1642,0.6606
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrius_Kovelinas_.jpg,3.4,96.6,original-aesthetic,17,0.3517,0.4514,0.45,0.166,0.7986,0.5724,0.1074,0.4393
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_2009_A_Land_where_Life_is_found.jpg,15.3,84.7,original-aesthetic,33,0.2459,0.5191,0.36,0.15,0.7698,0.5951,0.2614,0.4535
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1945_The_Visit.jpg,44.8,55.2,original-aesthetic,12,0.0467,0.6631,0.527,0.1398,0.9175,0.8867,0.0181,0.8632
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_2001_Confusing_Dream.jpg,27.1,72.9,original-aesthetic,15,0.1194,0.4224,0.4261,0.1286,0.7898,0.5799,0.1871,0.7772
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-996586180-372660.jpg,11.8,88.2,original-aesthetic,10,0.2501,0.5416,0.2688,0.1408,0.8418,0.6836,0.0246,0.6088
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-980519464-151694.jpg,43.6,56.4,original-aesthetic,11,0.3069,0.3518,0.386,0.0558,0.8937,0.7669,0.0117,0.5152
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-995179834-671238.jpg,37.6,62.4,original-aesthetic,14,0.0567,0.3817,0.5673,0.1106,0.8629,0.7319,0.022,0.7951
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_1981_Land_divided.jpg,38.6,61.4,original-aesthetic,6,0.1016,0.4752,0.41,0.1613,0.883,0.8243,0.0564,0.8232
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Tapies_1950_Personatge_--Character--.jpg,0.4,99.6,original-aesthetic,7,0.1292,0.7266,0.6371,0.0668,0.814,0.6554,0.0818,0.729
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-982080920-303146.jpg,23.9,76.1,original-aesthetic,14,0.2486,0.4173,0.7271,0.1035,0.8751,0.8357,0.0382,0.6016
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-995179834-980872.jpg,37.5,62.5,original-aesthetic,9,0.0832,0.3918,0.5687,0.1141,0.8171,0.682,0.0457,0.804
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adrian_Borda_Love_slowly_kills_VI.jpg,12.9,87.1,original-aesthetic,16,0.0482,0.5814,0.3346,0.0853,0.8202,0.7351,0.0429,0.8033
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-979060402-343815.jpg,16.2,83.8,original-aesthetic,13,0.1304,0.5144,0.4897,0.2182,0.8291,0.6725,0.0317,0.6217
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Lamolla_1943_Self_portrait.jpg,1.3,98.7,original-aesthetic,10,0.3933,0.4438,0.5659,0.1495,0.849,0.6694,0.0919,0.5738
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1945_The_Ivory_Tower.jpg,19.6,80.4,original-aesthetic,6,0.0487,0.6239,0.3592,0.05,0.9289,0.9324,0.023,0.9239
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-970943333-101130.jpg,11.5,88.5,original-aesthetic,16,0.1222,0.5876,0.5374,0.1516,0.8192,0.6309,0.0241,0.5039
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-997473677-386266.jpg,11.6,88.4,original-aesthetic,9,0.1425,0.6459,0.4485,0.117,0.7769,0.555,0.0534,0.5721
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-973260802-83372.jpg,3.9,96.1,original-aesthetic,18,0.1987,0.541,0.4556,0.1754,0.8148,0.7099,0.0605,0.5486
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1947_Wishing_Well.jpg,20.9,79.1,original-aesthetic,5,0.0469,0.6359,0.429,0.1005,0.9179,0.9242,0.0142,0.9363
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1963_Interior.jpg,43.4,56.6,original-aesthetic,9,0.1162,0.5715,0.6385,0.0992,0.8288,0.831,0.0368,0.8496
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-996586180-450882.jpg,49.9,50.1,original-aesthetic,14,0.188,0.5167,0.3381,0.15,0.7961,0.656,0.0279,0.6095
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1945_The_Pink_Cloth.jpg,17.9,82.1,original-aesthetic,5,0.0545,0.4853,0.693,0.1542,0.9453,0.9359,0.0218,0.8641
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrius_Kovelinas_Dreamers.jpg,1.0,99.0,original-aesthetic,19,0.4883,0.4744,0.3972,0.1549,0.7966,0.6509,0.114,0.2
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_2003_The_last_resort.jpg,22.2,77.8,original-aesthetic,9,0.5704,0.4931,0.4124,0.1783,0.8027,0.6519,0.0949,0.3612
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2006_He_ends_his_fear_of_the_young_Beethoven.jpg,7.0,93.0,original-aesthetic,14,0.6115,0.6207,0.4599,0.1346,0.8599,0.6732,0.1117,0.3164
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-985338995-965093.jpg,43.2,56.8,original-aesthetic,13,0.1051,0.5236,0.2813,0.1522,0.8157,0.6308,0.0424,0.7867
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_.jpg,35.1,64.9,original-aesthetic,8,0.0632,0.4455,0.5765,0.1439,0.8705,0.7759,0.0339,0.8376
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-995736594-212797.jpg,76.8,23.2,ai-aesthetic,12,0.0557,0.4252,0.5161,0.1763,0.7896,0.6514,0.0292,0.8353
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999606864-733146.jpg,60.7,39.3,ai-aesthetic,5,0.1266,0.4667,0.3456,0.1339,0.8901,0.8019,0.0259,0.8388
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrea_Barreda_Bird_house.jpg,1.2,98.8,original-aesthetic,8,0.1805,0.636,0.6724,0.0312,0.8575,0.7188,0.1359,0.759
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1954_Toddy--_Possim_and_Christine.jpg,20.7,79.3,original-aesthetic,8,0.067,0.4548,0.4037,0.1404,0.8724,0.7847,0.0177,0.8478
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-992800752-253206.jpg,50.1,49.9,ai-aesthetic,12,0.1329,0.4692,0.5492,0.1796,0.8521,0.7157,0.0226,0.5421
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1956_Three_Cats.jpg,10.2,89.8,original-aesthetic,17,0.1575,0.4691,0.5893,0.1563,0.91,0.817,0.0467,0.5335
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1954_The_Pink_Tent.jpg,5.1,94.9,original-aesthetic,8,0.1746,0.6754,0.5502,0.1168,0.8984,0.829,0.0193,0.7346
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Lamolla_1935_The_spectre_of_the_Three_Graces_in_a_subtle_aura.jpg,79.7,20.3,ai-aesthetic,3,0.0389,0.5503,0.3797,0.1253,0.9006,0.8689,0.0215,0.9547
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999823201-3092.jpg,57.8,42.2,ai-aesthetic,19,0.0193,0.6606,0.6116,0.0554,0.8456,0.6767,0.0379,0.9099
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrea_Barreda_.jpg,0.8,99.2,original-aesthetic,16,0.4834,0.5139,0.564,0.184,0.8377,0.7174,0.1341,0.3131
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1954_Shell.jpg,17.4,82.6,original-aesthetic,5,0.0436,0.5688,0.5158,0.1798,0.7654,0.6848,0.044,0.9044
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-977764343-93527.jpg,60.1,39.9,ai-aesthetic,6,0.0837,0.4346,0.6057,0.1182,0.8606,0.7384,0.0131,0.8199
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1948_Beckoning.jpg,4.3,95.7,original-aesthetic,14,0.1008,0.5399,0.5175,0.1957,0.9504,0.918,0.019,0.7265
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Tapies_1947_Composition_with_figures.jpg,0.2,99.8,original-aesthetic,25,0.2115,0.6072,0.434,0.117,0.8332,0.6444,0.2258,0.31
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1949_A_Terribly_Strange_Tree.jpg,8.8,91.2,original-aesthetic,12,0.022,0.5164,0.5871,0.17,0.8724,0.7976,0.0305,0.8947
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-968195619-20860.jpg,46.6,53.4,original-aesthetic,16,0.1245,0.5606,0.3007,0.1109,0.8841,0.7504,0.0393,0.6899
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrea_Barreda_Guardian_angel.jpg,0.8,99.2,original-aesthetic,24,0.042,0.5051,0.4461,0.197,0.8584,0.7132,0.1191,0.7056
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adrian_Borda_The_demon_of_Venice.jpg,1.3,98.7,original-aesthetic,12,0.1333,0.6089,0.5235,0.1544,0.8267,0.6443,0.1532,0.588
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-926259075-773995.jpg,58.8,41.2,ai-aesthetic,12,0.0917,0.4959,0.4558,0.2035,0.7571,0.5914,0.0244,0.815
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999851276-447606.jpg,52.4,47.6,ai-aesthetic,17,0.0986,0.4174,0.4151,0.1173,0.854,0.6915,0.0209,0.5929
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999823201-409059.jpg,37.0,63.0,original-aesthetic,17,0.126,0.522,0.5624,0.1784,0.8495,0.6973,0.0261,0.5487
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Lamolla_1934_Composicion_surrealista.jpg,0.7,99.3,original-aesthetic,11,0.3575,0.6088,0.3924,0.0827,0.6462,0.682,0.0758,0.5195
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-986957001-153334.jpg,37.0,63.0,original-aesthetic,10,0.2762,0.4476,0.3913,0.1281,0.8505,0.7292,0.0248,0.5146
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2006_The_melody_of_the_fearsome_and_dangerous_ears.jpg,13.9,86.1,original-aesthetic,28,0.323,0.5503,0.5242,0.184,0.8494,0.6551,0.231,0.3416
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1952_White_Chair.jpg,35.4,64.6,original-aesthetic,8,0.0171,0.4224,0.7328,0.1109,0.8736,0.8359,0.0239,0.9557
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Tapies_1949_Hindu_London.jpg,20.4,79.6,original-aesthetic,21,0.0429,0.5087,0.3375,0.1581,0.9528,0.9601,0.0092,0.822
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2014_Checkmate.jpg,7.2,92.8,original-aesthetic,36,0.4254,0.3853,0.3889,0.076,0.7984,0.5715,0.1982,0.3748
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-979060402-305826.jpg,70.8,29.2,ai-aesthetic,13,0.2178,0.4848,0.4692,0.2035,0.8452,0.68,0.0484,0.6322
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrea_Barreda_The_Taxidermist.jpg,2.2,97.8,original-aesthetic,14,0.4648,0.4842,0.2859,0.1581,0.7276,0.5038,0.1922,0.484
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Lamolla_1936_Incubic_tuber_waiting_for_the_dry_hour.jpg,12.9,87.1,original-aesthetic,7,0.2333,0.5277,0.5226,0.2002,0.8895,0.8071,0.0296,0.5423
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-970376828-308801.jpg,28.7,71.3,original-aesthetic,13,0.1029,0.5775,0.4219,0.1257,0.824,0.6224,0.0245,0.7292
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-973260802-175154.jpg,9.8,90.2,original-aesthetic,9,0.2078,0.4621,0.5643,0.1645,0.7688,0.5589,0.0341,0.6235
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-977338142-482472.jpg,68.8,31.2,ai-aesthetic,8,0.1902,0.5708,0.4999,0.1922,0.8295,0.6675,0.0208,0.6533
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-979603765-19263.jpg,23.8,76.2,original-aesthetic,7,0.1738,0.4453,0.4795,0.1841,0.8264,0.6227,0.0273,0.5362
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_2005_A_Tale_from_Ko_Samet.jpg,35.0,65.0,original-aesthetic,23,0.094,0.4825,0.4551,0.1925,0.7777,0.6047,0.2073,0.6407
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adulyasaraphan_2006_A_New_Exhibition_of_Fossils.jpg,65.3,34.7,ai-aesthetic,16,0.3265,0.4714,0.4276,0.1672,0.818,0.633,0.1717,0.3162
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-979060402-499283.jpg,21.2,78.8,original-aesthetic,12,0.1817,0.4685,0.5542,0.1758,0.8482,0.6673,0.0152,0.6587
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-981220227-115999.jpg,23.7,76.3,original-aesthetic,11,0.2853,0.5745,0.4302,0.1337,0.8177,0.606,0.0482,0.487
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-995355798-719966.jpg,48.2,51.8,original-aesthetic,16,0.2183,0.4675,0.6043,0.148,0.8742,0.7486,0.0484,0.5453
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-987095399-959245.jpg,37.4,62.6,original-aesthetic,10,0.0952,0.5383,0.6351,0.1322,0.8258,0.6954,0.0196,0.7119
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2013_The_girl_inside_the_egg_and_the_big_trumpet_that_is_coming_out_of_the_small_island.jpg,11.4,88.6,original-aesthetic,14,0.1777,0.4809,0.4092,0.1659,0.8192,0.642,0.1229,0.6467
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-980519464-287348.jpg,44.5,55.5,original-aesthetic,16,0.1175,0.3681,0.4391,0.1114,0.8584,0.791,0.0218,0.769
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adrian_Borda_Fountain2.jpg,26.6,73.4,original-aesthetic,14,0.2637,0.5794,0.5424,0.1519,0.7856,0.6045,0.0907,0.706
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Antoni_Lamolla_1934_Egg_shaped_caress.jpg,1.1,98.9,original-aesthetic,18,0.1944,0.5852,0.6601,0.0817,0.8463,0.7255,0.0967,0.5951
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Abercrombie_1938_The_Pump.jpg,21.5,78.5,original-aesthetic,1,0.0053,0.9707,0.7012,0.306,0.7951,0.5977,0.0336,0.9947
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-971715488-326204.jpg,18.0,82.0,original-aesthetic,20,0.1219,0.4152,0.5646,0.1308,0.8478,0.6913,0.0514,0.703
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-988313258-705411.jpg,38.7,61.3,original-aesthetic,25,0.1778,0.5326,0.4961,0.2109,0.843,0.7073,0.0883,0.5671
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-997981861-681702.jpg,50.7,49.3,ai-aesthetic,15,0.0612,0.4469,0.6977,0.1178,0.7671,0.6234,0.0573,0.812
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Adrian_Borda_The_allegory_of_painting.jpg,3.5,96.5,original-aesthetic,19,0.0786,0.5962,0.6474,0.0731,0.7598,0.5711,0.1643,0.7503
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-982799349-52265.jpg,49.4,50.6,original-aesthetic,18,0.1287,0.5219,0.3163,0.1458,0.8356,0.7335,0.0458,0.6582
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-97629195-24770.jpg,73.9,26.1,ai-aesthetic,17,0.3352,0.4152,0.4762,0.1647,0.766,0.5331,0.0313,0.4298
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-999851276-76593.jpg,19.3,80.7,original-aesthetic,7,0.3131,0.5349,0.3406,0.1319,0.822,0.7192,0.026,0.653
surrealism,True,AI_SD_surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_surrealism/8-996704061-216079.jpg,24.8,75.2,original-aesthetic,4,0.0823,0.2862,0.813,0.1537,0.7692,0.5571,0.0391,0.9164
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrius_Kovelinas_1999_Easy_life.jpg,5.9,94.1,original-aesthetic,15,0.1152,0.408,0.6902,0.0783,0.807,0.5756,0.0939,0.6969
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Agim_Meta_2007_The_frog_melody_and_some_perfume.jpg,2.5,97.5,original-aesthetic,12,0.0745,0.4251,0.686,0.0938,0.8518,0.6478,0.138,0.8571
surrealism,False,surrealism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/surrealism/Andrius_Kovelinas_Lizard--s_Tango.jpg,0.9,99.1,original-aesthetic,18,0.0571,0.2922,0.609,0.0708,0.7425,0.559,0.1032,0.8032
