style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996108416-450147.jpg,15.8,84.2,original-aesthetic,22,0.1057,0.3981,0.4586,0.141,0.8318,0.649,0.1488,0.6541
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989913168-464256.jpg,7.3,92.7,original-aesthetic,11,0.1502,0.5472,0.5886,0.1427,0.7623,0.5444,0.1604,0.5648
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_17.jpg,1.5,98.5,original-aesthetic,14,0.1728,0.4398,0.5338,0.1702,0.7968,0.5608,0.1786,0.5074
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_116.jpg,3.6,96.4,original-aesthetic,34,0.2179,0.5169,0.4497,0.1896,0.8234,0.6175,0.2206,0.3309
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-994703328-808358.jpg,10.1,89.9,original-aesthetic,16,0.3529,0.6235,0.6068,0.0738,0.8034,0.5948,0.0855,0.4313
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_154.jpg,2.6,97.4,original-aesthetic,11,0.4103,0.625,0.4803,0.1528,0.8591,0.7093,0.1779,0.5218
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-976392339-942066.jpg,2.1,97.9,original-aesthetic,12,0.2155,0.5158,0.4622,0.1984,0.7925,0.5572,0.1343,0.2239
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_156.jpg,0.6,99.4,original-aesthetic,26,0.5593,0.507,0.4418,0.193,0.8178,0.6356,0.1916,0.0686
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-983925067-356497.jpg,27.6,72.4,original-aesthetic,14,0.1197,0.4558,0.4513,0.1701,0.7795,0.6786,0.1369,0.6443
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_81.jpg,2.3,97.7,original-aesthetic,27,0.193,0.4852,0.462,0.199,0.8006,0.5833,0.2185,0.2114
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-995446556-94777.jpg,7.1,92.9,original-aesthetic,35,0.2391,0.3857,0.419,0.1004,0.7262,0.4751,0.1646,0.4518
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-223576.jpg,3.7,96.3,original-aesthetic,21,0.1251,0.5817,0.5297,0.1612,0.7561,0.587,0.0963,0.5323
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-997990779-681646.jpg,2.9,97.1,original-aesthetic,13,0.1301,0.5964,0.471,0.1546,0.7799,0.5914,0.1454,0.4888
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-985622578-828203.jpg,4.3,95.7,original-aesthetic,6,0.6738,0.6424,0.4933,0.1618,0.8082,0.6624,0.0834,0.2946
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_47.jpg,1.1,98.9,original-aesthetic,19,0.5354,0.5233,0.5891,0.1631,0.7984,0.6127,0.167,0.1941
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_101.jpg,1.2,98.8,original-aesthetic,18,0.1125,0.4093,0.4492,0.1386,0.7831,0.5781,0.1445,0.5927
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-981010433-748211.jpg,4.2,95.8,original-aesthetic,12,0.2182,0.5507,0.3549,0.1179,0.7678,0.5045,0.1352,0.6742
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_88.jpg,0.8,99.2,original-aesthetic,10,0.1666,0.5428,0.4709,0.1851,0.7649,0.565,0.1725,0.5942
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_72.jpg,0.4,99.6,original-aesthetic,17,0.2214,0.4531,0.4471,0.1652,0.7669,0.6993,0.0771,0.5941
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984704253-285299.jpg,1.4,98.6,original-aesthetic,11,0.1929,0.48,0.2593,0.1643,0.7227,0.5328,0.1443,0.6396
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988189193-576100.jpg,7.8,92.2,original-aesthetic,11,0.4263,0.694,0.6455,0.0346,0.8794,0.7902,0.0831,0.5511
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977143922-503070.jpg,5.9,94.1,original-aesthetic,23,0.5048,0.4244,0.4451,0.1441,0.7526,0.4669,0.191,0.1281
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-980737141-422113.jpg,4.2,95.8,original-aesthetic,6,0.4251,0.6802,0.5999,0.0681,0.7853,0.5963,0.0718,0.3862
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_279.jpg,1.0,99.0,original-aesthetic,6,0.3613,0.4667,0.4589,0.1832,0.7748,0.5469,0.1565,0.5292
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-976392339-479799.jpg,8.2,91.8,original-aesthetic,11,0.1254,0.5479,0.5739,0.1507,0.8197,0.7141,0.0764,0.7414
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984704253-247697.jpg,6.1,93.9,original-aesthetic,19,0.0984,0.4603,0.4799,0.1939,0.8242,0.6367,0.1293,0.5711
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-986424499-798623.jpg,4.7,95.3,original-aesthetic,21,0.1063,0.3989,0.504,0.1754,0.7373,0.5405,0.1289,0.6451
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_19.jpg,1.1,98.9,original-aesthetic,16,0.0558,0.6258,0.4635,0.1364,0.9093,0.8185,0.0885,0.8728
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_15.jpg,1.0,99.0,original-aesthetic,11,0.0615,0.5057,0.5284,0.2122,0.8798,0.7608,0.1305,0.8519
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996108416-425430.jpg,4.4,95.6,original-aesthetic,12,0.2811,0.6302,0.548,0.1242,0.7235,0.5822,0.0792,0.3013
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_123.jpg,1.4,98.6,original-aesthetic,12,0.4897,0.4391,0.3835,0.1171,0.7956,0.7213,0.0953,0.4503
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993276816-222135.jpg,6.7,93.3,original-aesthetic,13,0.2052,0.3803,0.566,0.1111,0.7678,0.547,0.131,0.6423
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_46.jpg,2.3,97.7,original-aesthetic,28,0.0859,0.4318,0.4169,0.1292,0.8574,0.6958,0.2285,0.7428
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_68.jpg,1.8,98.2,original-aesthetic,18,0.3555,0.6061,0.5251,0.154,0.7922,0.6144,0.1786,0.3029
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_55.jpg,0.9,99.1,original-aesthetic,11,0.286,0.6327,0.3688,0.0491,0.7565,0.7106,0.0911,0.5914
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_123.jpg,0.5,99.5,original-aesthetic,11,0.5195,0.4136,0.5657,0.1289,0.7845,0.6001,0.1429,0.0
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_186.jpg,1.7,98.3,original-aesthetic,11,0.1712,0.5197,0.5465,0.1898,0.868,0.7251,0.1475,0.4524
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_83.jpg,0.8,99.2,original-aesthetic,22,0.2206,0.4395,0.5133,0.1865,0.7886,0.6044,0.2073,0.4167
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_107.jpg,2.2,97.8,original-aesthetic,17,0.2356,0.5554,0.3569,0.1137,0.7308,0.5646,0.0894,0.5586
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-998834727-248273.jpg,15.0,85.0,original-aesthetic,15,0.352,0.5038,0.5646,0.1922,0.7271,0.4825,0.1225,0.3508
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_114.jpg,4.1,95.9,original-aesthetic,21,0.2905,0.5114,0.6537,0.1558,0.8332,0.7065,0.164,0.4655
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-979092382-790898.jpg,10.7,89.3,original-aesthetic,18,0.2433,0.4488,0.4709,0.1796,0.778,0.5603,0.177,0.3973
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_51.jpg,0.6,99.4,original-aesthetic,11,0.1963,0.5996,0.6442,0.0707,0.735,0.5749,0.0738,0.644
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989983393-647858.jpg,11.7,88.3,original-aesthetic,19,0.2917,0.5434,0.6285,0.1291,0.7358,0.5762,0.0976,0.4682
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-970727006-340945.jpg,7.3,92.7,original-aesthetic,20,0.1946,0.5773,0.4171,0.1225,0.7784,0.5421,0.2061,0.434
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_93.jpg,1.1,98.9,original-aesthetic,17,0.1951,0.5219,0.6201,0.152,0.7939,0.5698,0.1574,0.379
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-987436732-403213.jpg,8.5,91.5,original-aesthetic,17,0.2921,0.4705,0.7121,0.1445,0.8348,0.6629,0.1723,0.5044
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-964411806-663983.jpg,5.4,94.6,original-aesthetic,31,0.3711,0.5881,0.3978,0.1016,0.6919,0.4578,0.1764,0.326
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-995446556-428906.jpg,11.5,88.5,original-aesthetic,20,0.4393,0.4925,0.5508,0.1968,0.7611,0.5929,0.0976,0.2626
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977468997-605735.jpg,5.0,95.0,original-aesthetic,29,0.4055,0.5524,0.3931,0.1289,0.7495,0.4944,0.1166,0.4292
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-957592881-405982.jpg,2.7,97.3,original-aesthetic,14,0.2656,0.4792,0.2693,0.1593,0.8496,0.792,0.0925,0.5569
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988268015-198509.jpg,5.9,94.1,original-aesthetic,28,0.1508,0.5278,0.4677,0.1932,0.7219,0.4798,0.1646,0.5943
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_103.jpg,1.0,99.0,original-aesthetic,17,0.0853,0.4852,0.4578,0.1964,0.7971,0.6409,0.1731,0.7072
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993213410-330008.jpg,6.8,93.2,original-aesthetic,17,0.1575,0.6737,0.5166,0.1502,0.8074,0.7033,0.1185,0.6169
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-987436732-138422.jpg,12.8,87.2,original-aesthetic,15,0.1928,0.3635,0.4827,0.1524,0.735,0.5258,0.1198,0.4711
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-986957722-846601.jpg,5.2,94.8,original-aesthetic,21,0.0539,0.477,0.4139,0.1647,0.7799,0.6161,0.1841,0.8087
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_22.jpg,3.8,96.2,original-aesthetic,39,0.1169,0.5507,0.5265,0.1819,0.8447,0.6404,0.1894,0.5469
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_206.jpg,2.0,98.0,original-aesthetic,5,0.2827,0.618,0.5986,0.0837,0.7867,0.6445,0.1178,0.6027
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_151.jpg,2.2,97.8,original-aesthetic,16,0.9023,0.4962,0.53,0.2126,0.7897,0.6012,0.1841,0.0
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_144.jpg,1.9,98.1,original-aesthetic,13,0.5361,0.4673,0.547,0.1796,0.8556,0.7105,0.1287,0.2475
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_5.jpg,1.3,98.7,original-aesthetic,19,0.1169,0.4182,0.5564,0.1391,0.7423,0.599,0.1256,0.5227
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_14.jpg,0.5,99.5,original-aesthetic,13,0.4471,0.5014,0.5112,0.2269,0.7711,0.5665,0.2403,0.1809
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_100.jpg,0.8,99.2,original-aesthetic,19,0.2441,0.4492,0.4846,0.1905,0.6483,0.6109,0.0901,0.3895
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_106.jpg,1.0,99.0,original-aesthetic,14,0.4688,0.4778,0.5429,0.1902,0.8359,0.6711,0.1726,0.3326
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-498284.jpg,24.4,75.6,original-aesthetic,19,0.3005,0.6044,0.4062,0.0958,0.7995,0.6215,0.1234,0.4695
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_93.jpg,0.9,99.1,original-aesthetic,30,0.2151,0.5433,0.3959,0.1383,0.8969,0.7936,0.1648,0.4111
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-99499576-181274.jpg,7.3,92.7,original-aesthetic,21,0.5362,0.4856,0.5604,0.1856,0.7859,0.5643,0.1046,0.2599
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_0.jpg,1.5,98.5,original-aesthetic,9,0.5703,0.5195,0.3271,0.1473,0.7256,0.5624,0.1965,0.3478
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977688860-931264.jpg,1.7,98.3,original-aesthetic,14,0.0685,0.492,0.2879,0.165,0.8038,0.6577,0.1559,0.7821
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996108416-507121.jpg,1.5,98.5,original-aesthetic,7,0.406,0.5923,0.5066,0.1765,0.8129,0.6508,0.0889,0.4505
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984023626-72362.jpg,11.8,88.2,original-aesthetic,12,0.3789,0.478,0.2783,0.1548,0.8248,0.7182,0.1287,0.5514
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_80.jpg,0.7,99.3,original-aesthetic,17,0.1394,0.4776,0.5258,0.2016,0.8365,0.6942,0.1087,0.492
