style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-lynch_portrait-of-a-woman-in-blue-1912.jpg,26.2,73.8,original-aesthetic,9,0.2108,0.438,0.5512,0.1559,0.8725,0.7661,0.0234,0.6413
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-982270693-939493.jpg,4.3,95.7,original-aesthetic,9,0.4476,0.5157,0.6147,0.1597,0.803,0.6199,0.1818,0.4831
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_e-a-mele-1901.jpg,3.2,96.8,original-aesthetic,18,0.5927,0.4504,0.5375,0.1744,0.8168,0.5984,0.1263,0.2684
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_the-assassination-of-the-us-president-william-mckinley-buffalo-ny-1901-1901.jpg,11.3,88.7,original-aesthetic,14,0.3203,0.4846,0.4329,0.1811,0.7823,0.6104,0.2107,0.2205
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-994703328-689340.jpg,23.1,76.9,original-aesthetic,19,0.0554,0.5852,0.5024,0.1833,0.8294,0.6238,0.0957,0.8329
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993276816-113534.jpg,16.9,83.1,original-aesthetic,19,0.2324,0.4631,0.41,0.1507,0.6934,0.5238,0.1197,0.3711
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_inauguration-of-the-iii-session-of-the-xx-legislature-1899.jpg,68.9,31.1,ai-aesthetic,23,0.0695,0.3684,0.671,0.0354,0.8287,0.6359,0.2068,0.7344
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977468997-605735.jpg,5.0,95.0,original-aesthetic,29,0.4055,0.5524,0.3931,0.1289,0.7495,0.4944,0.1166,0.4292
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-997990779-667398.jpg,8.3,91.7,original-aesthetic,12,0.1713,0.6308,0.3597,0.0445,0.7477,0.6728,0.0822,0.5281
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_a-violent-storm-hit-the-ligurian-riviera-di-levante.jpg,12.4,87.6,original-aesthetic,16,0.1853,0.3639,0.6206,0.0553,0.843,0.6453,0.0836,0.6894
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-995446556-94777.jpg,7.1,92.9,original-aesthetic,35,0.2391,0.3857,0.419,0.1004,0.7262,0.4751,0.1646,0.4518
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-950176720-323106.jpg,7.6,92.4,original-aesthetic,8,0.3082,0.579,0.4781,0.1693,0.806,0.5903,0.0823,0.5103
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-99499576-233273.jpg,3.5,96.5,original-aesthetic,15,0.3198,0.644,0.6189,0.0529,0.8119,0.6452,0.1246,0.5222
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/a-y-jackson_terre-sauvage-1913.jpg,39.9,60.1,original-aesthetic,26,0.1635,0.5062,0.4467,0.1964,0.8255,0.6831,0.1928,0.4581
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_la-comgagia-della-morte-italy-special-patrols-of-infantry-and-engineers-in-enemy-lines-1918.jpg,6.8,93.2,original-aesthetic,13,0.8398,0.4574,0.618,0.1333,0.6742,0.4121,0.2756,0.0
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984704253-285299.jpg,1.4,98.6,original-aesthetic,11,0.1929,0.48,0.2593,0.1643,0.7227,0.5328,0.1443,0.6396
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-anker_grossvater-mit-zeitung-1906.jpg,2.9,97.1,original-aesthetic,17,0.1268,0.5922,0.5057,0.1774,0.7517,0.6361,0.098,0.6377
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988268015-288987.jpg,5.2,94.8,original-aesthetic,12,0.5859,0.501,0.5941,0.1808,0.7215,0.5112,0.0932,0.1356
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-980270666-909681.jpg,13.2,86.8,original-aesthetic,26,0.2009,0.5172,0.4988,0.223,0.8109,0.6587,0.1479,0.3637
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-987436732-138422.jpg,12.8,87.2,original-aesthetic,15,0.1928,0.3635,0.4827,0.1524,0.735,0.5258,0.1198,0.4711
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988110594-203238.jpg,6.5,93.5,original-aesthetic,22,0.1836,0.4332,0.5558,0.1492,0.8095,0.5851,0.1863,0.6455
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996343276-786766.jpg,16.0,84.0,original-aesthetic,22,0.0863,0.5037,0.4347,0.1919,0.7735,0.5353,0.1646,0.6238
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_verdi-at-santaagata-on-his-86th-birthday-october-1899-1899.jpg,11.8,88.2,original-aesthetic,17,0.3983,0.5156,0.4248,0.1766,0.812,0.6089,0.1889,0.4015
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-972806850-202758.jpg,2.3,97.7,original-aesthetic,15,0.3008,0.6013,0.3622,0.0714,0.7501,0.5643,0.09,0.5454
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989913168-110458.jpg,9.7,90.3,original-aesthetic,17,0.2596,0.4742,0.3317,0.1409,0.7844,0.6799,0.1597,0.6464
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/aladar-korosfoi-kriesch_pupppet-theatre-1907.jpg,1.2,98.8,original-aesthetic,19,0.0587,0.5576,0.6375,0.1129,0.878,0.7522,0.1667,0.7255
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-987436732-628909.jpg,8.1,91.9,original-aesthetic,21,0.0988,0.3562,0.4686,0.1372,0.7515,0.5447,0.1189,0.701
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_duce-duce-duce-4-february-1934-1934.jpg,13.0,87.0,original-aesthetic,23,0.4312,0.5302,0.5571,0.1751,0.792,0.6326,0.2357,0.1678
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-anker_junge-frau-einen-brief-schreibend-1903.jpg,6.3,93.7,original-aesthetic,11,0.0679,0.6711,0.4594,0.1262,0.877,0.8157,0.0573,0.8253
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/a-y-jackson_grey-day-laurentians-1928.jpg,10.4,89.6,original-aesthetic,15,0.1447,0.448,0.5804,0.1435,0.8121,0.7117,0.1087,0.616
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988189193-678584.jpg,3.2,96.8,original-aesthetic,13,0.2047,0.5395,0.4867,0.1992,0.714,0.5527,0.159,0.5363
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/a-y-jackson_the-road-to-st-fidele-1930.jpg,8.8,91.2,original-aesthetic,8,0.7461,0.4988,0.626,0.1704,0.8519,0.6645,0.1296,0.2511
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_mulo.jpg,18.2,81.8,original-aesthetic,7,0.5345,0.3889,0.5623,0.1183,0.8013,0.6436,0.1194,0.3687
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989913168-46563.jpg,6.2,93.8,original-aesthetic,13,0.7812,0.5445,0.486,0.1956,0.8169,0.6715,0.1151,0.1053
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984567149-640342.jpg,7.3,92.7,original-aesthetic,19,0.3022,0.5683,0.4765,0.1737,0.7273,0.4414,0.1513,0.3819
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-981010433-748211.jpg,4.2,95.8,original-aesthetic,12,0.2182,0.5507,0.3549,0.1179,0.7678,0.5045,0.1352,0.6742
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984704253-378259.jpg,6.0,94.0,original-aesthetic,18,0.0659,0.7612,0.3411,0.0949,0.7477,0.5627,0.1612,0.8582
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-95180924-846462.jpg,7.3,92.7,original-aesthetic,16,0.1659,0.4214,0.7262,0.1063,0.7801,0.5762,0.1369,0.5927
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-anker_m-dchen-in-winterlandschaft-1906.jpg,6.5,93.5,original-aesthetic,10,0.6055,0.4625,0.539,0.1816,0.8424,0.715,0.0904,0.2938
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-960887409-830355.jpg,12.0,88.0,original-aesthetic,17,0.3362,0.4824,0.5539,0.1869,0.7431,0.5216,0.1799,0.4255
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/akseli-gallen-kallela_the-lair-of-the-lynx-1906.jpg,57.7,42.3,ai-aesthetic,17,0.1375,0.4869,0.331,0.1536,0.7735,0.5929,0.1065,0.5498
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-lynch_portrait-dune-jeune-femme.jpg,11.7,88.3,original-aesthetic,10,0.1934,0.4536,0.3107,0.1224,0.8491,0.732,0.0451,0.7756
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_e-a-mele-1900.jpg,10.1,89.9,original-aesthetic,20,0.1602,0.5061,0.5495,0.1988,0.7925,0.6127,0.1328,0.4593
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-985622578-870982.jpg,3.0,97.0,original-aesthetic,23,0.1716,0.3291,0.4829,0.1496,0.753,0.5109,0.1101,0.5725
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_our-department-assaults-an-enemy-trap-on-the-top-of-the-tuckett-spitz-at-3469-meters-1915.jpg,20.2,79.8,original-aesthetic,13,0.3979,0.5735,0.6101,0.109,0.8566,0.7186,0.1158,0.4797
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_vittorio-emanuele-iii-inaugurates-the-xiii-legislature-1909.jpg,29.7,70.3,original-aesthetic,22,0.2498,0.4901,0.6152,0.165,0.7826,0.5667,0.2071,0.4251
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-956758408-6762.jpg,21.7,78.3,original-aesthetic,11,0.3679,0.6089,0.613,0.0788,0.7763,0.5853,0.126,0.3251
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-maignan_fresco-at-le-train-bleu.jpg,8.1,91.9,original-aesthetic,15,0.2516,0.5173,0.5449,0.1927,0.7699,0.5352,0.1848,0.389
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-anker_grossmutter-beim-bibel-lesen.jpg,3.2,96.8,original-aesthetic,6,0.7969,0.5277,0.5171,0.2042,0.7814,0.6326,0.1117,0.1692
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-498284.jpg,24.4,75.6,original-aesthetic,19,0.3005,0.6044,0.4062,0.0958,0.7995,0.6215,0.1234,0.4695
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911.jpg,6.9,93.1,original-aesthetic,17,0.0912,0.4489,0.3067,0.1186,0.7857,0.6192,0.1187,0.6697
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-985667249-713512.jpg,29.7,70.3,original-aesthetic,19,0.0836,0.4185,0.5459,0.1477,0.804,0.5965,0.1381,0.5331
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-anker_lesender-mann-1909.jpg,2.0,98.0,original-aesthetic,15,0.5061,0.4302,0.4499,0.1515,0.8331,0.6309,0.1077,0.4083
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-978800500-654902.jpg,11.7,88.3,original-aesthetic,11,0.2093,0.547,0.6173,0.1294,0.8006,0.6002,0.1423,0.397
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-maignan_the-green-muse-1895.jpg,6.3,93.7,original-aesthetic,12,0.1128,0.5713,0.5065,0.1865,0.8268,0.6594,0.0962,0.6594
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-223576.jpg,3.7,96.3,original-aesthetic,21,0.1251,0.5817,0.5297,0.1612,0.7561,0.587,0.0963,0.5323
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/a-y-jackson_indian-home-1927.jpg,3.6,96.4,original-aesthetic,30,0.1074,0.4304,0.6395,0.1008,0.8738,0.7235,0.1649,0.5778
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977391159-611880.jpg,10.0,90.0,original-aesthetic,9,0.9629,0.4879,0.5004,0.227,0.811,0.6817,0.1313,0.0
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-998834727-213758.jpg,9.0,91.0,original-aesthetic,16,0.0769,0.5319,0.3828,0.1435,0.804,0.6409,0.1509,0.6625
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-99499576-42590.jpg,5.6,94.4,original-aesthetic,6,0.4428,0.4958,0.4727,0.2141,0.7374,0.5382,0.1592,0.2825
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-983925067-425800.jpg,11.7,88.3,original-aesthetic,12,0.6914,0.4957,0.4434,0.1962,0.7414,0.4747,0.1689,0.1361
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/akseli-gallen-kallela_lake-keitele-1905.jpg,78.2,21.8,ai-aesthetic,9,0.2145,0.4884,0.1508,0.2395,0.8512,0.8162,0.0592,0.7308
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/aladar-korosfoi-kriesch_portrait-of-the-artist-s-wife-1896.jpg,5.1,94.9,original-aesthetic,18,0.2832,0.497,0.4757,0.2169,0.7803,0.5968,0.1976,0.5817
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-977143922-503070.jpg,5.9,94.1,original-aesthetic,23,0.5048,0.4244,0.4451,0.1441,0.7526,0.4669,0.191,0.1281
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-991742213-146630.jpg,10.3,89.7,original-aesthetic,27,0.0905,0.5303,0.5502,0.1793,0.7756,0.6083,0.149,0.5987
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_titanic-shipwreck-1912.jpg,25.0,75.0,original-aesthetic,6,0.3902,0.4559,0.759,0.1534,0.7982,0.5911,0.2097,0.5616
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-623377.jpg,19.5,80.5,original-aesthetic,17,0.291,0.5587,0.6496,0.1093,0.6897,0.4976,0.1409,0.4434
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989983393-647858.jpg,11.7,88.3,original-aesthetic,19,0.2917,0.5434,0.6285,0.1291,0.7358,0.5762,0.0976,0.4682
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_the-barbarian-enemy-on-the-soca-line-austrian-aviators-shoot-with-machine-guns-over-our-column-of-1915.jpg,12.9,87.1,original-aesthetic,3,0.6601,0.4928,0.6406,0.1616,0.8722,0.7471,0.1159,0.2829
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/albert-lynch_a-summer-stroll.jpg,4.4,95.6,original-aesthetic,21,0.1552,0.4723,0.494,0.2125,0.7121,0.5406,0.2074,0.5415
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_italian-astronomer-giovanni-schiaparelli-1900.jpg,50.0,50.0,original-aesthetic,13,0.6056,0.4655,0.4546,0.1793,0.7593,0.5794,0.176,0.2353
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984680894-7779.jpg,8.0,92.0,original-aesthetic,17,0.1107,0.5166,0.2754,0.1609,0.7546,0.6428,0.1288,0.6893
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-991742213-922547.jpg,5.0,95.0,original-aesthetic,21,0.1661,0.5825,0.3955,0.1046,0.7657,0.5569,0.1275,0.6334
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/aladar-korosfoi-kriesch_memory-1905.jpg,2.2,97.8,original-aesthetic,31,0.3142,0.4688,0.4639,0.1881,0.7786,0.5557,0.3032,0.0465
art_nouveau,False,art_nouveau,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/art_nouveau/achille-beltrame_king-umberto-i-in-his-private-life-1900.jpg,2.2,97.8,original-aesthetic,25,0.1123,0.4824,0.5344,0.1993,0.8281,0.6157,0.2184,0.6308
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984567149-547213.jpg,7.6,92.4,original-aesthetic,34,0.1068,0.4819,0.4981,0.2219,0.797,0.5642,0.125,0.4677
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993276816-170411.jpg,3.0,97.0,original-aesthetic,9,0.4208,0.5066,0.2578,0.1769,0.7085,0.5128,0.1264,0.5422
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-978800500-348104.jpg,16.1,83.9,original-aesthetic,18,0.1142,0.5159,0.5928,0.1679,0.7573,0.5604,0.0827,0.6835
