style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_nebraska-on-the-plain.jpg,72.6,27.4,ai-aesthetic,8,0.1069,0.3364,0.7537,0.0871,0.8251,0.8117,0.0268,0.83
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-pinelli_family-of-brigands-1832.jpg,8.9,91.1,original-aesthetic,13,0.2597,0.3928,0.2607,0.0939,0.7858,0.6477,0.0817,0.6642
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-985890329-986392.jpg,16.0,84.0,original-aesthetic,14,0.24,0.4152,0.5451,0.1465,0.7834,0.6253,0.0898,0.6747
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_battle-of-ostrovno-1812-2.jpg,19.7,80.3,original-aesthetic,9,0.3516,0.5005,0.7278,0.177,0.775,0.6444,0.166,0.5446
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-pinelli_pipers-in-front-of-a-kiosk-at-the-theater-of-marcellus-1831.jpg,2.3,97.7,original-aesthetic,27,0.1111,0.536,0.6135,0.1411,0.8291,0.6094,0.2276,0.7084
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-994836941-336682.jpg,32.4,67.6,original-aesthetic,14,0.3363,0.4198,0.6794,0.0874,0.7385,0.5117,0.1407,0.583
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_halsany-1812.jpg,19.5,80.5,original-aesthetic,11,0.3935,0.4988,0.682,0.1662,0.8084,0.8236,0.088,0.5004
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-98653270-622053.jpg,16.2,83.8,original-aesthetic,14,0.1683,0.4646,0.604,0.1455,0.7313,0.6378,0.0565,0.7185
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-984592326-172162.jpg,67.0,33.0,ai-aesthetic,12,0.122,0.4841,0.6424,0.1527,0.8064,0.7145,0.0483,0.639
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-99611619-765758.jpg,65.1,34.9,ai-aesthetic,20,0.1429,0.474,0.6095,0.1519,0.7528,0.6121,0.1155,0.692
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-986226180-187353.jpg,38.7,61.3,original-aesthetic,10,0.2297,0.6002,0.4409,0.1265,0.7552,0.6008,0.098,0.4619
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_park-at-vancouver-1889.jpg,78.6,21.4,ai-aesthetic,36,0.4626,0.5607,0.4696,0.1726,0.8986,0.8059,0.1757,0.0
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_battle-of-ostrovno-1812-1.jpg,29.0,71.0,original-aesthetic,10,0.196,0.5343,0.5572,0.1717,0.7487,0.5935,0.144,0.4043
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-zo_bullfight-scene.jpg,3.0,97.0,original-aesthetic,13,0.2344,0.495,0.3361,0.1617,0.7542,0.5509,0.1443,0.434
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_still-life-with-sardines-and-sea-urchins-1882.jpg,6.1,93.9,original-aesthetic,11,0.6602,0.5035,0.6126,0.1719,0.7785,0.6125,0.2095,0.2924
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_seascape-near-marseille-fantastic-village.jpg,9.6,90.4,original-aesthetic,25,0.45,0.5919,0.6963,0.0804,0.8179,0.6579,0.2774,0.3451
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-986541057-434984.jpg,19.9,80.1,original-aesthetic,16,0.3234,0.4958,0.5689,0.1896,0.7675,0.5274,0.1304,0.551
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-960758189-841139.jpg,62.3,37.7,ai-aesthetic,7,0.1559,0.5866,0.7499,0.1154,0.7542,0.5756,0.0847,0.7486
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-985890329-245291.jpg,25.9,74.1,original-aesthetic,13,0.1299,0.3727,0.7263,0.0715,0.747,0.6641,0.0795,0.695
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_halsany-11-july-1812-in-the-courtyard-of-the-castle-1812.jpg,22.1,77.9,original-aesthetic,20,0.4903,0.6067,0.5084,0.1692,0.7803,0.5581,0.183,0.2501
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-994569368-823064.jpg,42.4,57.6,original-aesthetic,13,0.1465,0.5164,0.5478,0.1916,0.8059,0.6811,0.0848,0.5796
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_green-mountains-vermont.jpg,44.8,55.2,original-aesthetic,16,0.1581,0.5857,0.1756,0.1773,0.8077,0.7771,0.0655,0.7991
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-970940177-791847.jpg,45.5,54.5,original-aesthetic,16,0.2531,0.6539,0.6523,0.0193,0.7561,0.5129,0.0976,0.6803
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-982981608-665654.jpg,27.3,72.7,original-aesthetic,18,0.0905,0.4047,0.3511,0.0736,0.7672,0.5863,0.0771,0.7839
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-990154722-313881.jpg,21.2,78.8,original-aesthetic,16,0.3128,0.3486,0.5478,0.1198,0.8049,0.6187,0.096,0.5053
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_two-woodchucks-in-westphalian-forest-1855.jpg,41.9,58.1,original-aesthetic,10,0.0866,0.4318,0.2203,0.1499,0.8727,0.8584,0.0275,0.825
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_storm-among-the-alps.jpg,86.1,13.9,ai-aesthetic,15,0.2051,0.4094,0.3502,0.0779,0.7631,0.6472,0.019,0.6051
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-benua_winter-study-in-ligov.jpg,12.4,87.6,original-aesthetic,17,0.2516,0.6399,0.4371,0.1071,0.8917,0.7874,0.1225,0.636
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_farmscape.jpg,66.2,33.8,ai-aesthetic,12,0.416,0.595,0.5113,0.1711,0.7362,0.7323,0.0479,0.4975
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-982201153-323261.jpg,7.3,92.7,original-aesthetic,12,0.2714,0.5721,0.6241,0.1037,0.7126,0.5288,0.1116,0.5913
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_sketch-of-the-paris-city-hall-1862.jpg,1.5,98.5,original-aesthetic,22,0.5636,0.3662,0.4968,0.1667,0.8876,0.7476,0.1123,0.3414
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/akseli-gallen-kallela_d-masqu-e-1888.jpg,2.7,97.3,original-aesthetic,18,0.2422,0.4275,0.4009,0.1159,0.795,0.5615,0.1523,0.5314
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_rocky-mountain-big-horns.jpg,57.6,42.4,ai-aesthetic,7,0.4163,0.6071,0.6767,0.0604,0.8701,0.7558,0.0714,0.5337
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-pinelli_return-from-the-ottobrata-excursion.jpg,4.2,95.8,original-aesthetic,19,0.2043,0.5104,0.4449,0.192,0.7218,0.4859,0.2041,0.5319
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_gallant-party.jpg,13.3,86.7,original-aesthetic,12,0.4346,0.3829,0.5713,0.1075,0.7678,0.5474,0.2395,0.4085
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-maignan_insult-to-prisoners-episode-of-the-crusade-against-the-albigenses-in-1211-1875.jpg,10.9,89.1,original-aesthetic,20,0.141,0.3763,0.6705,0.0432,0.7701,0.6377,0.119,0.6936
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-984100387-717290.jpg,18.4,81.6,original-aesthetic,5,0.4365,0.3415,0.61,0.0573,0.7864,0.5899,0.1559,0.5614
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_garden-party.jpg,17.6,82.4,original-aesthetic,20,0.3105,0.4978,0.6026,0.1765,0.8047,0.6452,0.222,0.4437
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-986226180-681599.jpg,44.9,55.1,original-aesthetic,16,0.2196,0.4593,0.6438,0.128,0.862,0.7062,0.0571,0.5571
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-997485954-311644.jpg,65.5,34.5,ai-aesthetic,12,0.1588,0.393,0.4098,0.097,0.7561,0.4928,0.0743,0.673
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/akseli-gallen-kallela_old-woman-with-a-cat-1885.jpg,0.5,99.5,original-aesthetic,33,0.3477,0.6503,0.4205,0.0887,0.818,0.6128,0.1962,0.4492
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_brauner-wallach.jpg,23.1,76.9,original-aesthetic,9,0.1888,0.3499,0.4078,0.0763,0.8879,0.8578,0.0148,0.7711
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-974808530-517382.jpg,51.8,48.2,ai-aesthetic,13,0.0657,0.6589,0.687,0.0217,0.7592,0.6268,0.068,0.8844
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_bouquet-of-flowers.jpg,21.7,78.3,original-aesthetic,12,0.3807,0.5521,0.3672,0.1194,0.8539,0.6997,0.1498,0.4721
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-zo_passeggiata-in-campagna.jpg,20.5,79.5,original-aesthetic,8,0.6914,0.4769,0.6301,0.1482,0.7608,0.535,0.1635,0.2439
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_empress-eugenie-and-her-attendants.jpg,8.7,91.3,original-aesthetic,12,0.5074,0.4393,0.6218,0.115,0.7637,0.5605,0.1477,0.3545
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-97171721-759394.jpg,31.0,69.0,original-aesthetic,14,0.1201,0.5849,0.696,0.0868,0.7859,0.558,0.1001,0.7186
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-984592326-56651.jpg,37.2,62.8,original-aesthetic,17,0.2799,0.5538,0.5247,0.1814,0.7258,0.5042,0.1168,0.5142
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-967259477-615099.jpg,23.3,76.7,original-aesthetic,15,0.4475,0.4625,0.5956,0.1474,0.7514,0.5231,0.1444,0.4099
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_bouquet-of-flowers-1.jpg,29.7,70.3,original-aesthetic,5,0.4401,0.4929,0.6173,0.167,0.8505,0.7415,0.1292,0.5404
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/akseli-gallen-kallela_the-great-black-woodpecker.jpg,25.8,74.2,original-aesthetic,8,0.1081,0.4099,0.5286,0.1578,0.8124,0.7537,0.1017,0.7801
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-benua_view-over-the-sea.jpg,51.9,48.1,ai-aesthetic,7,0.3711,0.4485,0.6893,0.1173,0.7998,0.6241,0.0994,0.4556
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-benua_view-of-kronstadt-from-a-pier-at-peterhof-1889.jpg,65.6,34.4,ai-aesthetic,2,0.0476,0.2266,0.5865,0.1335,0.9281,0.9026,0.0504,0.9451
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-999590324-157910.jpg,28.1,71.9,original-aesthetic,10,0.1648,0.6057,0.7795,0.1282,0.7138,0.5375,0.1442,0.7358
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-zo_halte-du-soir-autour-du-feu-1860.jpg,20.4,79.6,original-aesthetic,9,0.1332,0.5348,0.6397,0.1346,0.6703,0.5988,0.0889,0.7134
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-982417248-975926.jpg,56.2,43.8,ai-aesthetic,17,0.1389,0.5221,0.617,0.1528,0.7606,0.5875,0.0757,0.6951
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-995239240-315531.jpg,33.5,66.5,original-aesthetic,14,0.4589,0.5988,0.6052,0.0915,0.7542,0.5095,0.0796,0.4142
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_decisive-moment-of-the-battle-of-solferino-1861.jpg,40.8,59.2,original-aesthetic,9,0.5389,0.5302,0.7,0.1405,0.821,0.619,0.13,0.3956
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-997062178-417490.jpg,33.4,66.6,original-aesthetic,11,0.0835,0.524,0.6721,0.1428,0.7985,0.6052,0.071,0.7875
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-pinelli_monastery-of-sant-urbano-ai-pantani-1834.jpg,1.1,98.9,original-aesthetic,20,0.1406,0.4899,0.5169,0.2167,0.8168,0.6069,0.2016,0.496
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_fishing-from-a-canoe-1859.jpg,28.9,71.1,original-aesthetic,10,0.053,0.4496,0.4889,0.1942,0.8196,0.6698,0.0827,0.8678
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_portrait-of-napoleon-iii-1868.jpg,19.6,80.4,original-aesthetic,12,0.1113,0.5013,0.5884,0.183,0.8446,0.7484,0.0677,0.6761
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-995239240-382319.jpg,36.6,63.4,original-aesthetic,6,0.0683,0.6588,0.6966,0.0309,0.7302,0.6082,0.0868,0.9158
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-984100387-206205.jpg,40.8,59.2,original-aesthetic,9,0.3575,0.3916,0.4125,0.0983,0.7224,0.573,0.0718,0.4914
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_portrait-du-baron-haussmann-1867.jpg,11.2,88.8,original-aesthetic,11,0.148,0.5034,0.5705,0.1894,0.8759,0.7602,0.0404,0.7704
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_ferdinand-barrot.jpg,10.2,89.8,original-aesthetic,8,0.0838,0.4502,0.6257,0.1238,0.845,0.7095,0.0408,0.7791
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_ships-in-moonlight.jpg,75.8,24.2,ai-aesthetic,4,0.047,0.2641,0.7274,0.0921,0.9322,0.9165,0.0175,0.9102
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-975402600-186946.jpg,24.7,75.3,original-aesthetic,12,0.0896,0.2504,0.7267,0.1024,0.7377,0.6144,0.0838,0.8859
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-973101611-418147.jpg,24.1,75.9,original-aesthetic,5,0.2539,0.3561,0.7383,0.0752,0.7006,0.4865,0.0926,0.4999
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-993327167-847834.jpg,40.2,59.8,original-aesthetic,12,0.1381,0.6043,0.6211,0.0772,0.7603,0.5259,0.0947,0.5004
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-99611619-862614.jpg,45.7,54.3,original-aesthetic,15,0.1035,0.6159,0.6356,0.0596,0.6993,0.5362,0.1091,0.752
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-994683106-854349.jpg,45.7,54.3,original-aesthetic,9,0.2667,0.5843,0.6337,0.0888,0.6945,0.636,0.0975,0.6527
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-997527166-278545.jpg,52.2,47.8,ai-aesthetic,3,0.1138,0.8019,0.7475,0.1575,0.7602,0.7158,0.0693,0.8583
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-zo_a-gypsy-family-on-the-road-1861.jpg,19.3,80.7,original-aesthetic,11,0.4999,0.5525,0.5436,0.1678,0.7576,0.5871,0.1895,0.2534
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/akseli-gallen-kallela_boy-with-a-crow-1884.jpg,7.4,92.6,original-aesthetic,8,0.14,0.3854,0.555,0.1232,0.9143,0.8645,0.0381,0.8131
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-benua_dvorets-vel-kn-vladimira-aleksandrovicha.jpg,57.9,42.1,ai-aesthetic,15,0.3086,0.4962,0.6795,0.1634,0.7854,0.6019,0.1916,0.3589
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-999860934-122207.jpg,71.0,29.0,ai-aesthetic,9,0.0861,0.3465,0.4742,0.1415,0.7705,0.6737,0.052,0.6533
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/achille-pinelli_commoners-near-a-church.jpg,2.3,97.7,original-aesthetic,16,0.2532,0.5459,0.5891,0.1435,0.712,0.5026,0.2198,0.2076
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-98653270-402656.jpg,68.1,31.9,ai-aesthetic,18,0.1193,0.4484,0.5249,0.1826,0.8094,0.6943,0.0806,0.663
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_street-in-nassau-1878.jpg,12.8,87.2,original-aesthetic,27,0.174,0.5048,0.4477,0.1982,0.8268,0.6767,0.1935,0.514
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_biesankovicy-the-dvina-river-crossing-the-river-1812.jpg,51.6,48.4,ai-aesthetic,9,0.3984,0.4931,0.7416,0.1765,0.7605,0.5974,0.1334,0.5786
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-996924781-387553.jpg,24.1,75.9,original-aesthetic,14,0.3169,0.3955,0.5473,0.1346,0.7733,0.5587,0.0751,0.4651
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-joseph-thomas-monticelli_the-promenade.jpg,4.3,95.7,original-aesthetic,17,0.1854,0.4578,0.5544,0.1676,0.823,0.6845,0.1765,0.5365
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_prise-de-la-tour-de-malakoff-par-le-general-mac-mahon-le-8-septembre-1855-par-adolphe-yvon-1857.jpg,26.0,74.0,original-aesthetic,16,0.33,0.4817,0.5324,0.2001,0.7433,0.6001,0.1366,0.437
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_portrait-de-m-cosse-1890.jpg,16.7,83.3,original-aesthetic,4,0.0644,0.508,0.5998,0.1722,0.9425,0.8964,0.0205,0.8842
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_general-herido-1802.jpg,13.8,86.2,original-aesthetic,11,0.0249,0.5865,0.505,0.1804,0.8896,0.8609,0.0232,0.8999
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-999860934-41110.jpg,42.2,57.8,original-aesthetic,7,0.1308,0.6652,0.6441,0.0226,0.6959,0.5503,0.0866,0.7227
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-996490818-304649.jpg,33.6,66.4,original-aesthetic,14,0.194,0.4937,0.506,0.227,0.7378,0.5128,0.0846,0.464
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albrecht-adam_forest-with-horse-and-cart.jpg,9.6,90.4,original-aesthetic,32,0.1727,0.4519,0.4508,0.1668,0.8008,0.579,0.2669,0.5157
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-975754222-510322.jpg,27.0,73.0,original-aesthetic,13,0.2095,0.5823,0.6566,0.085,0.7829,0.6232,0.1169,0.6732
romanticism,True,AI_SD_romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_romanticism/7-99611619-350794.jpg,20.2,79.8,original-aesthetic,21,0.3499,0.5589,0.5787,0.1391,0.7847,0.5738,0.131,0.4823
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/adolphe-yvon_assaut-francais-sur-la-courtine-de-malakoff-le-8-septembre-1855-1859.jpg,48.7,51.3,original-aesthetic,20,0.3044,0.4487,0.7154,0.1253,0.7233,0.5631,0.1306,0.5589
romanticism,False,romanticism,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/romanticism/albert-bierstadt_mount-rainier.jpg,78.5,21.5,ai-aesthetic,14,0.1508,0.4017,0.6437,0.0721,0.777,0.6894,0.0754,0.6308
